,CompanyName,CIN_Number,gst
4624,ADVENIO TECNOSYS PRIVATE LIMITED - Advenio,U72400HR2010PTC041246,06AAICA8417C1ZX
4625,GLOBAL GROUPWARE SOLUTIONS LIMITED   ,U72501HR1999PLC040635,06AABCG3483B1Z0
4626,PROZO DISTRIBUTION PRIVATE LIMITED - PROZO,U72200HR2014PTC052701,36AAFCG6580R2ZR
4627,IMPARTUS INNOVATIONS PRIVATE LIMITED - IMPARTUS,U72200HR2013PTC051423,29AADCI4307A1Z1
4628,CHERUNIQ TECHNOLOGY PRIVATE LIMITED   ,U72200HR2016PTC064655,07AAGCC5187R1ZV
4629,PRIMEMOVER MOBILITY TECHNOLOGIES PRIVATE LIMITED - Revv,U72200HR2015PTC055601,07AAICP1474G1ZD
4630,PLABRO NETWORKS PRIVATE LIMITED - PLABRO,U72200HR2015PTC054928,06AAICP0553G1ZL
4631,COMVIVA TECHNOLOGIES LIMITED   ,U72200HR1999PLC041214,21AABCB0102A1Z5
4632,BINARY SEMANTICS LIMITED   ,U72200HR1986PLC033703,27AAACB0652N1ZO
4633,MEDIAAGILITY INDIA PRIVATE LIMITED   ,U72200HR2010PTC041548,27AAGCM9049L1ZU
4634,VARITE INDIA PRIVATE LIMITED   ,U72200HR2005PTC035582,06AABCV9709R1ZJ
4635,APPLANE SOLUTIONS PRIVATE LIMITED   ,U72200HR2012PTC046063,06AAKCA8409N2Z7
4636,HONEYCOMB ESERVICES PRIVATE LIMITED   ,U72200HR2012PTC045029,06AACCH9560M1Z5
4637,CUTTING EDGE SOFTWARE PRIVATE LIMITED - CUTTING EDGE SOFTWARE,U72200HR2011PTC043300,06AAECC4506G1Z1
4638,KRISUMI CORPORATION PRIVATE LIMITED - KRISUMI CORPORATION,U70200HR2012PTC064545,06AAECV0565A1ZR
4639,SC HOSPITALITY PRIVATE LIMITED   ,U70200HR2011PTC043061,27AAOCS9795D1ZK
4640,KNOWLARITY COMMUNICATIONS INDIA PRIVATE LIMITED - Knowlarity Communication India,U72100HR2013FTC054702,06AAFCK1875R1ZV
4641,CFLD INDIA INVESTMENT PRIVATE LIMITED - Cfld,U70109HR2016PTC066041,06AAGCC6839C1ZR
4642,GAWAR CONSTRUCTION LIMITED.   ,U70109HR2008PLC037773,24AADCG1026A1ZJ
4643,MODEL ECONOMIC TOWNSHIP LIMITED   ,U70109HR2006PLC036416,06AADCR4037Q1Z0
4644,AMERICUS REAL ESTATE PRIVATE LIMITED - Americus Real Estate,U70102HR2007PTC036801,06AAHCA0363Q1ZG
4645,MILANO BATHROOM FITTINGS PRIVATE LIMITED   ,U28994HP2000PTC006251,02AAFCS5482A1ZR
4646,MAYFAIR BIOTECH PRIVATE LIMITED   ,U24232HP2003PTC026304,07AADCM8700B1ZW
4647,AARGE DRUGS PVT LTD   ,U24231HP1976PTC003625,02AABCA1833H2ZB
4648,PENTAGON RUBBER PRIVATE LIMITED   ,U25192HP2004PTC027063,03AADCP3605J1ZQ
4649,SHANGLING HYDRO POWER PRIVATE LIMITED   ,U40101HP2011PTC031648,27AAPCS8697D1ZK
4650,PURTHI HYDRO POWER PRIVATE LIMITED   ,U40101HP2011PTC031647,27AAGCP0306H1ZQ
4651,LARA SUMTA HYDRO POWER PRIVATE LIMITED   ,U40101HP2011PTC031646,27AACCL0254C1Z1
4652,DUGAR HYDRO POWER LIMITED   ,U40101HP2011PLC031626,07AADCD8323K1ZJ
4653,YOUNGTHANG POWER VENTURES LIMITED   ,U40101HP2008PLC030953,27AAACY3582C1ZD
4654,KUT ENERGY PRIVATE LIMITED - Kut Energy,U40101HP2007PTC030745,02AADCK0809P2ZK
4655,CONSORT BUILDERS PRIVATE LIMITED - Consort Builders,U45200HP2004PTC027379,04AACCC4255E1Z5
4656,POM HYDRO ENERGY LIMITED   ,U40109HP2013PLC000514,06AAHCP4071C1ZP
4657,ETHOS LIMITED - Ethos,U52300HP2007PLC030800,09AADCK2345N1Z8
4658,LOVINCARE COSMETICS PRIVATE LIMITED - LOVINCARE COSMETICS,U24239HP2005PTC028633,02AABCL2173P2ZG
4659,SARV BIO LABS PRIVATE LIMITED   ,U24234HP2005PTC027851,06AAICS6960Q1ZI
4660,COSY PACKAGERS PRIVATE LIMITED - COSY PACKAGERS,U21022HP2003PTC026023,02AACCC4660P1ZL
4661,GPI TEXTILES LTD   ,U17117HP2000PLC026391,03AABCG9730F1ZW
4662,HIM TEKNOFORGE LIMITED   ,U28910HP1989PLC008963,23AAACH3906R2ZE
4663,HIM ALLOYS AND STEELS PRIVATE LIMITED   ,U27100HP2004PTC027599,02AAOCS0738G1ZH
4664,MAGMA AUTOLINKS PRIVATE LIMITED   ,U50400HP2013PTC000561,02AAICM9648M2ZW
4665,HIMACHAL ENERGY PRIVATE LIMITED - Himachal Energy,U31909HP2003PTC027983,02AABCH3772Q2ZB
4666,ELIN APPLIANCES PRIVATE LIMITED - ELIN,U29300HP2002PTC025355,02AABCE3127E1ZF
4667,SAGAR TOURIST RESORTS LIMITED   ,L55101HP1987PLC007312,02AAFCS6038N1Z6
4668,DEVRUP TRADING LIMITED   ,L51103HP1982PLC005083,24AABCM4310P1ZJ
4669,INOX WIND LIMITED - Inox Wind,L31901HP2009PLC031083,29AACCI0597B1ZO
4670,KDDL LIMITED - KDDL,L33302HP1981PLC008123,04AAACK1929M1ZJ
4671,SHIVALIK BIMETAL CONTROLS LTD   ,L27101HP1984PLC005862,06AAACS0623C1Z3
4672,BROOKS LABORATORIES LIMITED   ,L24232HP2002PLC000267,27AACCB5316P1ZF
4673,MOREPEN LABORATORIES LIMITED - Morepen,L24231HP1984PLC006028,02AABCM1083B1ZA
4674,JHS SVENDGAARD LABORATORIES LIMITED   ,L24230HP2004PLC027558,02AABCJ5766G1ZP
4675,HIMACHAL FIBRES LIMITED   ,L17119HP1980PLC031020,02AAACH0871P1ZL
4676,DEEPAK SPINNERS LTD - Deepak Spinners,L17111HP1982PLC016465,03AABCD0387R1ZF
4677,MOHAN MEAKIN LIMITED - MOHAN MEAKIN,L15520HP1934PLC000135,03AAACM4465E1ZV
4678,MOUNT EVEREST MINERAL WATER LIMITED   ,L15543HP1991PLC019065,07AAACM1274F1ZS
4679,AD HYDRO POWER LIMITED - Ad Hydro Power,U40101HP2003PLC026108,02AAECA6200D1ZM
4680,OM HYDROPOWER LIMITED   ,U40101HP1994PLC014180,02AAACO1141R1ZL
4681,REGENT ENERGY LIMITED   ,U40100HP2005PLC028769,02AADCR1427N2ZH
4682,SHIVALIK SOLID WASTE MANAGEMENT LIMITED   ,U33130HP2005PLC028806,02AAJCS7647D1ZE
4683,MAHAAN FOODS LIMITED   ,L15419HP1987PLC007356,07AAACM6306N1ZC
4684,BIODEAL PHARMACEUTICALS PRIVATE LIMITED - Biodeal,U00304HP2005PTC029451,02AACCB8125A1ZH
4685,POOJA COTSPIN LIMITED   ,U17111HP1997PLC020615,02AACCP5507G1ZV
4686,SHAVETA GOLDEN FOODS PRIVATE LIMITED   ,U15400HP2013PTC000565,02AAUCS1220M1ZB
4687,ALTRUIST TECHNOLOGIES PRIVATE LIMITED - Altruist Technologies,U72200HP2005PTC028970,04AAFCA3725N1ZO
4688,NITIN LIFESCIENCES LIMITED - Nitin Lifesciences,U73100HP2005PLC028049,02AACCN0725G1Z3
4689,ABHITECH ENERGYCON LIMITED   ,U74210HP1997PLC001112,02AABCA3856C1ZB
4690,IMMACULE LIFESCIENCES PRIVATE LIMITED - Immacule,U74900HP2010PTC031676,02AACCI4442F1Z4
4691,LS INDUSTRIES LIMITED   ,L51505HP1993PLC031724,07AADCL2023N1ZK
4692,SHIMLA HILLS OFFERINGS PRIVATE LIMITED   ,U01403HP2007PTC001139,09AALCS0618J1Z4
4693,PINNACLE LIFE SCIENCE PRIVATE LIMITED - PINNACLE LIFE SCIENCE,U24232HP2003PTC030912,27AAICS2528Q1ZQ
4694,J & K HERITAGE RESORTS PRIVATE LIMITED - J & K HERITAGE,U55103JK1993PTC001363,01AAACJ7154M1ZL
4695,SENATOR INNS PRIVATE LIMITED   ,U55102JK1988PTC002161,01AAJCS9325C1ZN
4696,PEAKS AUTO PRIVATE LIMITED - Peaks Auto,U50300JK2008PTC002865,01AAICP0613K1ZT
4697,JAMMU AND KASHMIR BANK LIMITED   ,L65110JK1938SGC000048,01AAACT6167G1DU
4698,ARUN ENTERPRISES PRIVATE LIMITED   ,U51109JK2003PTC002353,27AAMCA2044H1ZS
4699,COTTAGE INDUSTRIES EXPOSITION LIMITED   ,U17221JK1978PLC000431,29AAACC6815A1Z1
4700,CELINE HEALTH CARE PRIVATE LIMITED   ,U24246JK2002PTC002219,01AACCC3166E1ZB
4701,KASHMIR FINANCE PRIVATE LIMITED   ,U67120JK1957PTC001938,27AAACK5094K1Z7
4702,ABHISHEK DISTRIBUTORS PRIVATE LIMITED   ,U51101JH2009PTC013684,20AAHCA9137C1Z5
4703,B K B TRANSPORT PRIVATE LIMITED - B K B Transport,U50300JH1990PTC004226,29AAACK3786G1Z9
4704,BALAJI CELLPHONE PRIVATE LIMITED - Balaji Cellphone,U51109JH2013PTC000979,20AAFCB3757K1ZR
4705,METALDYNE INDUSTRIES LIMITED   ,U50200JH1991PLC004451,20AADCS0431P1ZL
4706,CENTRAL COALFIELDS LIMITED   ,U10200JH1956GOI000581,20AAACC7476RHZT
4707,BHARAT COKING COAL LIMITED   ,U10101JH1972GOI000918,20AAACB7934MFZB
4708,BIHAR FOUNDRY & CASTINGS LIMITED   ,U27100JH1971PLC000912,20AABCB1852D1ZI
4709,ADITYA BIRLA CHEMICALS (INDIA) LIMITED   ,L24100JH1976PLC001255,20AAACB7747A2ZA
4710,SALUJA STEEL AND POWER PRIVATE LIMITED   ,U27104JH2004PTC010860,20AAICS6610B1Z0
4711,MIKI WIRE WORKS PRIVATE LIMITED   ,U27104JH1987PTC002782,20AABCM2858E1ZX
4712,EMAAR ALLOYS PRIVATE LIMITED - EMAAR ALLOYS,U27102JH2004PTC012766,27AABCE8796M1ZT
4713,RAJBIR CONSTRUCTION PRIVATE LIMITED   ,U45201JH2007PTC012833,10AADCR6261J1ZJ
4714,MISTAY HOSPITALITY PRIVATE LIMITED   ,U55101JH2016PTC003591,29AAKCM2328L1Z2
4715,MIHIJAM VANASPATI LIMITED   ,L15140JH1989PLC003379,20AABCM9904F1ZU
4716,GAURAV EARTH MOVING EQUIPMENTS PRIVATE LIMITED - GAURAV EARTH,U45303JH2005PTC011620,20AACCG5035G1Z7
4717,MANIKARAN POWER LIMITED. - Manikaran Power,U45208JH2005PLC011713,20AAECM4555F1ZU
4718,CENTRAL MINE PLANNING & DESIGN INSTITUTE LIMITED  ,U14292JH1975GOI001223,23AAACC7475N1ZC
4719,HINDUSTAN PRODUCTS LIMITED   ,L00066JH1957PLC000984,37AAECR9431M1ZU
4720,HIGHCO ENGINEERS PRIVATE LIMITED   ,U28111JH2003PTC010068,20AABCH2594L1ZM
4721,ENGINEERING PROJECTS (INDIA) LIMITED   ,U27109DL1970GOI117585,01AAACE0061C1ZR
4722,BIHAR SPONGE IRON LIMITED   ,L27106JH1982PLC001633,20AABCB2236R1ZT
4723,AVI POLYMERS LIMITED   ,L27204JH1993PLC005233,24AABCA2775L1ZM
4724,APEX AUTO LIMITED - Apex,U34201JH1994PLC006028,20AABCA3932D1ZI
4725,SYNERGY POWER EQUIPMENT PRIVATE LIMITED   ,U31109JH1997PTC007812,20AADCS0436L1ZO
4726,DAULAL NANDLAL TRADING PRIVATE LIMITED   ,U74999JH2011PTC014774,20AADCD8535B1Z8
4727,RAJ REFRACTORIES PRIVATE LIMITED   ,U23100JH1992PTC004963,08AADCR0242F1ZS
4728,TRF LIMITED.   ,L74210JH1962PLC000700,19AAACT6352M1ZW
4729,JUHI INDUSTRIES PRIVATE LIMITED - Juhi Industries,U00324JH1998PTC008629,20AABCJ2920J1Z2
4730,ESTATE BUILDCON PRIVATE LIMITED   ,U24100JH2005PTC011160,20AAACF8704F1Z6
4731,MANGALAM LUBRICANTS PRIVATE LIMITED   ,U23209JH1994PTC005791,20AABCM2476J1ZO
4732,NS GETWEBCARE PRIVATE LIMITED   ,U72900JH2014PTC001853,20AAECN5605K1ZP
4733,UTKAL AUTOMOBILES PRIVATE LIMITED - Utkal Automobiles,U00379JH1958PTC000608,20AAACU2665C1ZX
4734,RAMESHWARAM PROJECTS PRIVATE LIMITED   ,U74210JH2007PTC012850,20AAECR0555J1ZO
4735,MEW SUSPENSIONS PRIVATE LIMITED   ,U74210JH1972PTC003271,20AABCM8174B1ZY
4736,MECON LIMITED   ,U74140JH1973GOI001199,20AACCM2119B1ZG
4737,ABSOLUTE SPORTS PRIVATE LIMITED   ,U92412KA2010PTC093814,29AAICA5407C1ZX
4738,CORAZA TECHNOLOGIES PRIVATE LIMITED   ,U72900KA2009PTC095554,07AADCC7977Q1ZQ
4739,PHOENIX LAMPS LIMITED   ,L31500KA1991PLC095519,07AABCP7718G1ZD
4740,KIOCL LIMITED - KIOCL,L13100KA1976GOI002974,29AAACK8438M1ZX
4741,MIDWEST GOLD LIMITED   ,L13200KA1990PLC011396,36AAACN4898C1ZC
4742,PACIFIC INDUSTRIES LIMITED   ,L14101KA1989PLC062041,24AAFCP8648D1ZC
4743,GLITTEK GRANITES LIMITED   ,L14102KA1990PLC023497,29AABCG0782B1ZW
4744,RINAC INDIA LIMITED   ,U52334KA1994PLC015169,37AAACR7111E1ZQ
4745,WILDCRAFT INDIA PRIVATE LIMITED - Wildcraft India,U52392KA1998PTC023673,21AAACW1988L1Z2
4746,MYSORE INTERCONTINENTAL HOTELS PRIVATE LIMITED - Mysore Intercontinental Hotels,U55101KA1979PTC003515,29AABCM4229P1ZZ
4747,ZOOZY PRIVATE LIMITED   ,U55100KA2016PTC093407,29AAACZ9533E1Z1
4748,LOYAL HOSPITALITY PRIVATE LIMITED - Kitchens@,U55101KA2014PTC076418,29AAECL2944B1ZO
4749,TONGUESTUN FOOD NETWORK PRIVATE LIMITED - TongueStun,U55101KA2012PTC066805,36AAECT4661P1ZQ
4750,NKP EMPIRE VENTURES PRIVATE LIMITED - NKP,U55101KA2012PTC063281,29AADCN9372N1ZM
4751,SHREE RENUKA SUGARS LIMITED   ,L01542KA1995PLC019046,24AADCS1728B1ZW
4752,UNITED SPIRITS LIMITED - United Spirits Ltd.,L01551KA1999PLC024991,32AACCM8043J1ZJ
4753,LOT LOGISTICS PRIVATE LIMITED   ,U60200KA2015PTC079714,29AACCL8399L1ZK
4754,RMZ GALLERIA (INDIA) PRIVATE LIMITED   ,U55209KA2007PTC043267,29AADCR6584L1ZM
4755,PECOS HOTELS AND PUBS LIMITED   ,U55101KA2005PLC035603,27AADCP5879Q1ZE
4756,COFFEEDAY HOTELS & RESORTS PRIVATE LIMITED - COFFEEDAY HOTELS & RESORTS,U55101KA2004PTC034591,29AAECM3419J1ZA
4757,BRIGADE HOSPITALITY SERVICES LIMITED   ,U55101KA2004PLC034060,29AACCB4302P1ZJ
4758,SIDDHARTA RESORTS & FOODS PRIVATE LIMITED - The Windflower Resorts & SPA,U55101KA2000PTC026742,32AAICS4253N3Z1
4759,RETAILWORX INDIA PRIVATE LIMITED - FreshWorld,U52390KA2012PTC066594,29AAGCR3070A1ZN
4760,INGERSOLL-RAND (INDIA) LIMITED   ,L05190KA1921PLC036321,37AAACI3099Q1ZV
4761,MCDOWELL HOLDINGS LIMITED   ,L05190KA2004PLC033485,29AAECM1162E1ZP
4762,CRANES SOFTWARE INTERNATIONAL LIMITED   ,L05190KA1984PLC031621,29AACCC4259J1ZE
4763,CRANES SOFTWARE INTERNATIONAL LIMITED   ,L05190KA1984PLC031621,29AACCC4259J1ZE
4764,NITESH ESTATES LIMITED   ,L07010KA2004PLC033412,29AABCN9267C1Z9
4765,PRESTIGE ESTATES PROJECTS LIMITED   ,L07010KA1997PLC022322,09AABCP8096K1ZR
4766,SAMRUDDHI REALTY LIMITED   ,L07010KA2003PLC032934,29AAHCS8507Q1ZG
4767,NISSIN FOODS INDIA LIMITED - Nissin Foods,U52209KA2009FLC049182,27AACCN9583A1ZD
4768,BODY CUPID COSMETICS PRIVATE LIMITED - BODY CUPID COSMETICS,U52190KA2016PTC085256,36AAGCB5751N1Z9
4769,HEALTH & GLOW PRIVATE LIMITED - HEALTH & GLOW,U52110KA1999PTC067372,21AAACF4045K1ZZ
4770,SAVAARI CAR RENTALS PRIVATE LIMITED   ,U60231KA2012PTC062501,29AAQCS9916C1ZT
4771,ALSTOM TRANSPORT INDIA LIMITED - Alstom Transport India,U60231KA2011PLC056682,27AAJCA1167G1ZR
4772,EMBASSY INDUSTRIAL PARKS PRIVATE LIMITED - EMBASSY-MAINI LOGISTICS BANGALORE,U60231KA2009PTC050991,06AACCJ2346P1ZB
4773,ROYALBISON AUTORENTALS INDIA PRIVATE LIMITED - Royal Brothers,U60230KA2015PTC080380,32AAHCR3113R1Z8
4774,KARNATAKA ROADLINES PRIVATE LIMITED - KARNATAKA ROADLINES,U60230KA2009PTC051288,29AADCK7760M1ZV
4775,UBER FASHION MERCHANDISE PRIVATE LIMITED   ,U52590KA2014PTC073479,33AABCU6827B1ZN
4776,COFFEE DAY RESORTS (MSM) PRIVATE LIMITED - COFFEE DAY RESORTS (MSM),U55101KA2008PTC045438,29AADCC6017D1ZY
4777,VASUDEV ADIGAS FASTFOOD PRIVATE LIMITED - Adigas,U55101KA2007PTC044097,07AACCV9159N1ZK
4778,BILLIONSMILES HOSPITALITY PRIVATE LIMITED - Billionsmiles,U55101KA2006PTC040230,29AAKCS2398N1ZE
4779,BARBEQUE-NATION HOSPITALITY LIMITED - Barbeque Nation,U55101KA2006PLC073031,21AAKCS3053N1Z8
4780,CITYMAX HOTELS (INDIA) PRIVATE LIMITED - CITYMAX HOTELS (INDIA),U55101KA2005PTC037255,27AACCC7765R1ZT
4781,PAN ELECTRONICS (INDIA) LIMITED   ,L00309KA1982PLC004960,33AABCP0469N1Z9
4782,ELECTREX (INDIA) LIMITED   ,L00363KA1982PLC005084,27AAACE6346C2ZW
4783,MD RETAIL INDIA PRIVATE LIMITED   ,U52399KA2015PTC079715,33AAJCM6858Q1ZL
4784,KARUTURI GLOBAL LIMITED   ,L01122KA1994PLC016834,29AAACK8275A1ZJ
4785,SPLASH FASHIONS INDIA PRIVATE LIMITED   ,U52399KA2005PTC037310,09AARCS5369N1Z8
4786,VST TILLERS TRACTORS LIMITED   ,L34101KA1967PLC001706,29AAACV5930H1Z6
4787,BEML LIMITED   ,L35202KA1964GOI001530,20AAACB8433D1ZC
4788,PROMAN INFRASTRUCTURE SERVICES PRIVATE LIMITED - PROMAN INFRA,U51109KA2001PTC029933,29AACCP7272N1ZQ
4789,RAJESH EXPORTS LIMITED   ,L36911KA1995PLC017077,08AAACR8642N1ZU
4790,SURESH ENTERPRISES PRIVATE LIMITED   ,U51109KA1993PTC014100,07AAACR3705L1ZE
4791,PRADHAN MERCANTILE PRIVATE LIMITED - PRADHAN MERCANTILE,U51109KA1991PTC050353,29AABCP6636K1ZZ
4792,UNITED BREWERIES LIMITED   ,L36999KA1999PLC025195,23AAACU6053C1ZT
4793,TOYAMA ELECTRIC LIMITED   ,L31900KA1985PLC007019,29AAACT7553L1ZS
4794,MYSORE PAINTS AND VARNISH LIMITED - Mysore Paints,U51434KA1947SGC000503,29AAACT7295H2ZT
4795,BURRITO RESTAURANTS PRIVATE LIMITED   ,U55101KA2012PTC062658,33AAECB8940R1Z4
4796,URDOORSTEP ERETAIL PRIVATE LIMITED   ,U52590KA2015PTC082592,29AABCU8499D1ZS
4797,ARTHAZAUCA VENTURES PRIVATE LIMITED - Arthazauca Ventures,U52590KA2015PTC081328,29AANCA6345A1ZP
4798,NOSTALGIC FOODS RETAIL PRIVATE LIMITED - NOSTALGIC,U52590KA2015PTC079993,29AAECN9129N1ZQ
4799,DF POWER SYSTEMS PRIVATE LIMITED   ,U51505KA2007PTC041717,29AACCD5361N1Z8
4800,MURUDESHWAR CERAMICS LIMITED   ,L26914KA1983PLC005401,34AABCM2526R1Z8
4801,EURONET SERVICES INDIA PRIVATE LIMITED - Euronet Worldwide,U51505KA2002PTC030815,19AABCE0288Q1Z3
4802,ASKAR MICRONS PRIVATE LIMITED - ASKAR MICRONS,U51505KA1994PTC015407,29AAECA6365M1Z5
4803,SHRI KESHAV CEMENTS AND INFRA LIMITED   ,L26941KA1993PLC014104,27AAACK8074H1ZC
4804,GUJARAT PETROSYNTHESE LIMITED   ,L23209KA1977PLC043357,29AAACG8600K1ZH
4805,BHUWALKA & SONS PRIVATE LIMITED - Bhuwalka & Sons,U51909KA2004PTC034574,29AACCB4494J1ZA
4806,SHETRON LIMITED   ,L21014KA1980PLC003842,29AACCS9650F1Z2
4807,SANGEETHA MOBILES PRIVATE LIMITED - Sangeetha Mobiles,U51909KA2008PTC047525,22AAMCS5916J1Z4
4808,CYBERSCAPE MULTIMEDIA LIMITED   ,L22130KA1996PLC020728,29AAACC6889J1Z0
4809,METRO CASH AND CARRY INDIA PRIVATE LIMITED - Metro,U51909KA2001PTC028483,08AACCM4684P1ZR
4810,HERBALIFE INTERNATIONAL INDIA PRIVATE LIMITED - Herbalife,U51909KA1998PTC026098,09AAACH8025R1Z1
4811,ADISHWAR INDIA LIMITED - Adi,U51909KA1997PLC021681,29AABCA4663P1Z5
4812,NISHI FOREX AND LEISURE PRIVATE LIMITED - Nishi Forex,U51909KA2014PTC075900,33AAECN7437R2ZT
4813,ALUK BUILDING SYSTEMS PRIVATE LIMITED   ,U51909KA2013FTC071638,29AAMCA1319F1ZS
4814,GOKALDAS EXPORTS LIMITED - Gokaldas Exports,L18101KA2004PLC033475,37AACCG0895N1Z3
4815,LIVE SPORTS365 PRIVATE LIMITED   ,U51909KA2011PTC060101,07AACCL1055B1Z4
4816,SOCH APPARELS PRIVATE LIMITED - Soch Apparels,U52599KA2015PTC081440,29AAWCS9029A1ZV
4817,HEALTH & GLOW RETAILING PRIVATE LIMITED   ,U52599KA1996PTC067554,29AAACR4742B1ZM
4818,AMAZON PAY (INDIA) PRIVATE LIMITED - Amazon Pay,U51909KA2011FTC059464,29AAJCA7184P1ZR
4819,PLASMAGEN BIOSCIENCES PRIVATE LIMITED - PlasmaGen,U51909KA2010PTC055077,29AAFCP7887E1ZT
4820,PRO FX TECH PRIVATE LIMITED   ,U51500KA2006PTC040879,29AAFCA9616E1ZL
4821,KENNAMETAL INDIA LIMITED - Kennametal India,L27109KA1964PLC001546,29AACCK4472B1ZO
4822,ADOR FONTECH LIMITED   ,L31909KA1974PLC020010,27AABCA1724H1Z2
4823,IQ INFOTECH LIMITED   ,L31909KA1985PLC006990,29AACCS5070R3ZL
4824,WIPRO LIMITED - Wipro Ltd.,L32102KA1945PLC020800,01AAACW0387R1Z1
4825,FLIPKART INTERNET PRIVATE LIMITED - Flipkart Internet,U51109KA2012PTC066107,26AACCF0683K1ZJ
4826,GOKAK TEXTILES LIMITED   ,L17116KA2006PLC038839,29AACCG8244P1ZX
4827,JUMBOTAIL WHOLESALE PRIVATE LIMITED - Jumbotail Wholesale,U51909KA2016PTC094156,29AADCJ7381H1Z6
4828,INDUS FILA LIMITED   ,L17121KA1999PLC025320,29AAACI5893C1ZF
4829,SLN COFFEE AND SPICES EXPORTS PRIVATE LIMITED - SLN Coffee,U51909KA2016PTC092424,29AAWCS9691N1ZS
4830,M M RUBBER COMPANY LIMITED   ,L25190KA1964PLC052092,33AAACM2611E1Z8
4831,ELEPHAS ENGINEERING & PROJECTS PRIVATE LIMITED - ELEPHAS ENGINEERING,U51599KA2009PTC051103,29AACCE2563M1ZB
4832,ITI LIMITED   ,L32202KA1950GOI000640,36AAACI7752G1ZI
4833,ABB INDIA LIMITED - ABB India,L32202KA1949PLC032923,03AAACA3834B1ZI
4834,ADC INDIA COMMUNICATIONS LIMITED   ,L32209KA1988PLC009313,29AAACK6553H1ZC
4835,BHARAT ELECTRONICS LIMITED   ,L32309KA1954GOI000787,14AAACB5985C1ZW
4836,PURAVANKARA PROJECTS LIMITED   ,L45200KA1986PLC051571,29AAACP2550R1ZX
4837,R K B AGRO INDUSTRIES LIMITED   ,L17100KA1979PLC003492,10AAGCR0073B1Z7
4838,G S E-COMMERCE PRIVATE LIMITED - Design Cafe,U52100KA2013PTC067567,36AAFCG0578B1ZV
4839,HIMATSINGKA SEIDE LIMITED.   ,L17112KA1985PLC006647,29AAACH3507N1ZE
4840,OTCO INTERNATIONAL LIMITED   ,L17114KA2001PLC028611,29AAACO5429Q2ZR
4841,MIVEN MACHINE TOOLS LIMITED   ,L29220KA1985PLC007036,29AAECM4671J1Z2
4842,H.M.T. LIMITED   ,L29230KA1953PLC000748,33AACCH2299F1ZP
4843,S R K PRODUCTS PRIVATE LIMITED   ,U51221KA1989PTC010032,06AAACR5763N1ZY
4844,ASTRAZENECA PHARMA INDIA LIMITED - Astrazeneca Pharma,L24231KA1979PLC003563,24AABCA1722B1ZM
4845,BIOCON LIMITED   ,L24234KA1978PLC003417,03AAACB7461R2ZC
4846,KELTECH ENERGIES LIMITED   ,L30007KA1977PLC031660,29AAACK4702A1Z3
4847,MINDTECK (INDIA) LIMITED - Mindteck,L30007KA1991PLC039702,29AAACH1072Q2Z7
4848,MPHASIS LIMITED   ,L30007KA1992PLC025294,27AAACB6820C1Z5
4849,ADVANCED MICRONIC DEVICES LIMITED   ,L30007KA1994PLC015445,07AABCA5290N2ZD
4850,KRISHNA INDUSTRIES PRIVATE LIMITED   ,U51200KA1959PTC001350,29AAACK8269L1ZU
4851,SHRILINE PROPERTIES PRIVATE LIMITED   ,U45202KA2008PTC046717,29AAQCS4337K1ZN
4852,AEQUS SEZ PRIVATE LIMITED   ,U45202KA2007PTC043154,29AAACQ1552A1ZV
4853,SASKEN TECHNOLOGIES LIMITED - Sasken,L72100KA1989PLC014226,29AAECS6424R1ZL
4854,MOHTISHAM COMPLEXES PRIVATE LIMITED   ,U45203KA1991PTC011879,29AABCM3814A1ZX
4855,TECHNOTRENDS AUTOPARK PRIVATE LIMITED - Technotrends Autopark,U45205KA2014PTC073973,24AAECT9536D1ZC
4856,ICDS LIMITED   ,L65993KA1971PLC002106,27AAECI4625G1ZN
4857,MYSORE PETRO CHEMICALS LIMITED   ,L24221KA1969PLC001799,27AABCM3194P1ZX
4858,ANGLO-FRENCH DRUGS & INDUSTRIES LIMITED   ,L24230KA1923PLC010205,33AAACA9756E1ZS
4859,ESSILOR INDIA PRIVATE LIMITED - Essilor,U51394KA1998PTC023723,37AAACE4623J1ZP
4860,HITTCO TOOLS LIMITED   ,L28939KA1995PLC016888,29AAACH7671K1Z3
4861,ADINATH SILKS PRIVATE LIMITED - Adinath,U51311KA2002PTC030713,29AAECA5815C1ZX
4862,YUKEN INDIA LIMITED   ,L29150KA1976PLC003017,29AAACY1160E1ZJ
4863,SIKA INTERPLANT SYSTEMS LIMITED   ,L29190KA1985PLC007363,29AACCS9654B1Z6
4864,JOHN DISTILLERIES PRIVATE LIMITED - John Distilleries,U51228KA1996PTC021158,29AAACJ4322P1Z9
4865,SUPRAJIT ENGINEERING LIMITED   ,L29199KA1985PLC006934,33AADCS1638L2ZA
4866,AHAD BUILDERS PRIVATE LIMITED - Ahad Builders,U45400KA2009PTC050675,29AAICA0892K1Z9
4867,AUTOMOTIVE AXLES LIMITED   ,L51909KA1981PLC004198,20AABCA6923G1Z7
4868,TRUE LIVING SPACES PRIVATE LIMITED   ,U45400KA2011PTC059511,29AAECT7717N1ZM
4869,M FAR CONSTRUCTIONS PRIVATE LIMITED - MFAR Construction,U45400KA1996PTC020374,09AABCM3803F1ZS
4870,CITYMAN LIMITED   ,L52322KA1992PLC013512,29AAGCC5846H1ZC
