,CompanyName,CIN_Number,gst
250,ASSAM COMPANY INDIA LIMITED   ,L01132AS1977PLC001685,19AAACT7590B1Z9
251,WARREN TEA LIMITED   ,L01132AS1977PLC001706,18AAACW2894H5ZV
252,TRIBENI CONSTRUCTIONS LIMITED   ,U45209AS2000PLC006108,13AABCT8186C1ZG
253,BARAK VALLEY CEMENTS LIMITED   ,L01403AS1999PLC005741,14AABCB5691A1Z4
254,ASSAM CARBON PRODUCTS LTD   ,L23101AS1963PLC001206,19AACCA4236D1Z1
255,INDIA CARBON LIMITED   ,L23101AS1961PLC001173,18AAACI6148L1Z9
256,CALCOM CEMENT INDIA LIMITED - Calcom Cement India,U26942AS2004PLC007538,13AACCC5142J1ZZ
257,S M COMMOTRADE PRIVATE LIMITED   ,U51909AS2005PTC007695,19AAGCM9000M1Z6
258,PURBANCHAL LAMINATES PRIVATE LIMITED   ,U36103AS2004PTC007339,29AADCP2636H1ZC
259,ANUPAM NIRMAN PRIVATE LIMITED   ,U45400AS2009PTC009284,19AAICA4965B1ZN
260,LANGLAI TEA AND INDUSTRIES LTD   ,U01132AS1987PLC002736,18AAACL3484E1ZK
261,BIJOY HANS LIMITED   ,L51909AS1985PLC002323,27AABCB2505K1ZX
262,HARMONY FOODS PRIVATE LIMITED - Harmony Foods,U15311AS2004PTC007490,37AABCH4529F1ZP
263,KISHLAY FOODS PRIVATE LIMITED - Kishlay Foods,U15311AS2001PTC006660,18AABCK8337J1Z7
264,AGNIPA ENERGO PRIVATE LIMITED   ,U40101AS2008PTC008829,18AAHCA4261F1ZT
265,ASSAM ROOFING LIMITED   ,L26953AS1972PLC001381,19AABCA7734K1ZE
266,BRAHMAPUTRA CARBON LIMITED   ,U23101AS1996PLC004751,08AAACH7120D1Z2
267,ASSAM AIR PRODUCTS PVT LTD   ,U24111AS1986PTC002497,18AABCA1967E2ZT
268,ARUNODAY CONSTRUCTION CO PVT LTD   ,U45201AS1980PTC001848,18AABCA1966F1ZT
269,SUNRISE BISCUIT COMPANY PRIVATE LIMITED - Sunrise Biscuits,U15412AS1985PTC002361,18AABCS9450Q1ZL
270,MARUTII QUALITY PRODUCTS PRIVATE LIMITED   ,U25200AS2008PTC008623,18AAGCM2310Q7Z3
271,NORTH EASTERN TUBES LTD   ,U25191AS1989PLC003169,18AAACN4689B1ZF
272,SEEDS & GRAINS INDIA PRIVATE LIMITED   ,U01113AS2002PTC007850,07AAICS0473L1Z2
273,SUPER PACKAGING LTD   ,U17226AS1984PLC002261,27AACCS7700C1ZP
274,ERC EYE CARE PRIVATE LIMITED - ERC Eye Care,U85100AS2013PTC011545,18AADCE4030E1Z4
275,NUMALIGARH REFINERY LTD   ,U11202AS1993GOI003893,19AAACN6984B1ZB
276,ASSAM HOSPITALS LIMITED - ASSAM HOSPITALS,U85110AS1997PLC004987,18AACCD6598H1Z7
277,ZIROH LABS PRIVATE LIMITED   ,U74999AS2016PTC017529,29AAACZ9902B1ZA
278,SENTINEL BROADCASTING PRIVATE LIMITED   ,U92132AS2004PTC007604,18AAICS6967K1ZI
279,CARBON SPECIALITIES LIMITED   ,L65929AS1985PLC002427,29AADCV1761F1ZA
280,ASOMI FINANCE PRIVATE LIMITED - Asomi Finance,U67120AS1995PTC004409,18AADCA3747N1ZB
281,SPEEDCRAFTS LIMITED   ,U34100BR1971PLC000904,10AADCS2864C1ZW
282,SB COMMO TRADE PRIVATE LIMITED   ,U51909BR1996PTC007145,19AAGCS9421G1Z4
283,SB COMMO TRADE PRIVATE LIMITED   ,U51909BR1996PTC007145,19AAGCS9421G1Z4
284,SHAKTI AGENCIES PRIVATE LIMITED   ,U51398OR1998PTC005467,21AAGCS9154G1ZD
285,SHAKTI AGENCIES PRIVATE LIMITED   ,U51398OR1998PTC005467,21AAGCS9154G1ZD
286,RAKESH MASALA PRIVATE LIMITED   ,U51225BR1996PTC007330,07AABCR1008H1ZU
287,RAKESH MASALA PRIVATE LIMITED   ,U51225BR1996PTC007330,07AABCR1008H1ZU
288,HINDUSTAN MEDIA VENTURES LIMITED   ,L21090BR1918PLC000013,07AAGCS0920E1ZR
289,HINDUSTAN MEDIA VENTURES LIMITED   ,L21090BR1918PLC000013,07AAGCS0920E1ZR
290,BHARAT WAGON AND ENGINEERING COMPANY LIMITED  ,U45201BR1978GOI001373,10AABCB1846R1ZO
291,BHARAT WAGON AND ENGINEERING COMPANY LIMITED  ,U45201BR1978GOI001373,10AABCB1846R1ZO
292,SCORPION EXPRESS PRIVATE LIMITED - Scorpion Express,U51109BR2006PTC012270,33AAJCS7860C1ZC
293,BIHAR HOTELS LIMITED   ,U55101BR1964PLC000737,10AACCB0286G1ZA
294,NIRMAN CEMENTS LIMITED   ,L26956BR1995PLC006370,19AADCM2978B1ZF
295,DINA IRON & STEEL LIMITED   ,L27101BR1992PLC004967,10AAACD8205B1ZL
296,SUNWAY PHARMACEUTICALS PRIVATE LIMITED   ,U51397BR2012PTC019198,10AASCS0566Q1ZT
297,ARCH PHARMACEUTICALS PRIVATE LIMITED   ,U51397BR2012PTC018626,07AAHCA4872C1ZT
298,BUDHA MOTORS PRIVATE LIMITED   ,U50103BR2009PTC014435,10AADCB7871L1ZL
299,MEDLIFE INTERNATIONAL PRIVATE LIMITED - Medlife International,U24230BR2014PTC023149,03AAJCM4627M1Z9
300,GALPHA LABORATORIES LIMITED - Galpha,U24230BR1986PLC002323,07AABCG2175Q1Z8
301,OMNI AUTO LIMITED - OMNI,U29211BR1995PLC006928,37AAACO2647Q1ZX
302,CACHET PHARMACEUTICALS PRIVATE LIMITED - Cachet Pharmaceuticals,U24230BR1978PTC001328,10AAACC9312J1Z3
303,RENOVISION EXPORTS PRIVATE LIMITED   ,U24297BR1994PTC005965,20AABCR7100A1ZF
304,HPCL BIOFUELS LIMITED - HPCL Biofuels,U24290BR2009GOI014927,10AACCH2879M1ZG
305,NEELKAMAL STEELS PRIVATE LIMITED - NeelKamal Steels,U27101BR2005PTC011454,10AACCN1536H2Z0
306,TRIVENI SMELTERS PRIVATE LIMITED   ,U27100BR2009PTC015011,18AADCT3220B1ZX
307,BALMUKUND SPONGE AND IRON PRIVATE LIMITED - Balmukund Sponge And Iron,U27310BR1999PTC008902,10AACCM4451E2Z3
308,D K CASTINGS PRIVATE LIMITED - D K CASTINGS,U27310BR1992PTC005061,29AAFCK9159C1Z9
309,ANUJ DAIRY PRIVATE LIMITED   ,U15200BR1992PTC004969,10AABCA9529N1ZL
310,SKILL FOODS PRIVATE LIMITED   ,U15139BR2009PTC014535,10AANCS2130F1ZX
311,RUNGTA TEA PRIVATE LIMITED   ,U01132BR2001PTC009678,07AACCR2872A2ZO
312,GREEN AGREVOLUTION PRIVATE LIMITED - AGREVOLUTION,U01122BR2012PTC018117,21AAECG6456H1ZQ
313,DAYA ENGINEERING WORKS PRIVATE LIMITED   ,U00339BR1963PTC000710,10AAACD8207D1ZF
314,UNICORN SNACKS PRIVATE LIMITED   ,U15312BR2010PTC015995,10AAGCM7173B1ZX
315,VYAPAR TECHNOLOGY SOLUTIONS PRIVATE LIMITED - Vyapar,U74999BR2015PTC024770,10AAFCV1996A1ZO
316,SIS CASH SERVICES PRIVATE LIMITED - Sis,U74140BR2011PTC017533,30AAQCS4079N1ZR
317,ADI CHITRAGUPTA FINANCE LIMITED - ADI CHITRAGUPTA,U65192BR2015PLC025551,10AAOCA0772G1Z0
318,BEST FOODS LIMITED   ,U55109CH2003PLC025876,03AACCB2825P1ZP
319,RANA SUGARS LIMITED   ,L15322CH1991PLC011537,03AABCR6744C2ZQ
320,ORBIT RESORTS LIMITED   ,U55101CH1988PLC008156,03AAACO4024H1Z0
321,SAB INDUSTRIES LIMITED   ,L00000CH1983PLC031318,05AACCS5078H2Z9
322,GABLES PROMOTERS PRIVATE LIMITED   ,U45209CH2012PTC033473,04AAECG5746J1ZI
323,KWALS CATERING PRIVATE LIMITED - KWALS,U55101CH2014PTC035298,04AAFCK6901N1ZE
324,FOREST HILL RESORT PRIVATE LIMITED   ,U55101CH2011PTC033195,02AABCF7897G1ZH
325,GLOBAL KNITFAB LIMITED   ,L18101CH1994PLC015413,03AAACG6580E1ZX
326,WINSOME YARNS LIMITED - Winsome Yarns,L17115CH1990PLC010566,03AAACW1911H1ZU
327,R K ENTERPRISES PVT LTD   ,U51901HR1985PTC020754,27AAACK2089C1ZR
328,R K ENTERPRISES PVT LTD   ,U51901HR1985PTC020754,27AAACK2089C1ZR
329,BERKELEY AUTOMOBILES LIMITED   ,U50100CH2004PLC027258,06AACCB4581E1ZX
330,IND SWIFT LIMITED - Ind Swift Limited,L24230CH1986PLC006897,04AAACI6100L2ZX
331,PARABOLIC DRUGS LIMITED - Parabolic,L24231CH1996PLC017755,06AACCP1419K1ZJ
332,IND SWIFT LABORATORIES LIMITED - Ind-Swift Laboratories,L24232CH1995PLC015553,04AAACI6306G1Z1
333,LAKSHMI GREEN POWER LIMITED - Lakshmi Green Power,U40101CH2010PLC031959,37AAQCS9040K1ZO
334,PUNJAB ALKALIES AND CHEMICALS LTD   ,L24119CH1975PLC003607,03AAACP9915E1ZN
335,JOSHI AUTO ZONE PRIVATE LIMITED   ,U50101CH1997PTC019747,04AABCJ7708C1ZZ
336,AARUSHI AGENCIES PRIVATE LIMITED   ,U45202CH1997PTC020057,02AADCA1000E1ZX
337,J T L INFRA LIMITED   ,L27106CH1991PLC011536,20AACCJ1419R1ZL
338,EM PEE MOTORS AND SCOOTERS PVT LTD   ,U50401CH1995PTC015568,04AAACE8406H1ZY
339,MEGRI SOFT LIMITED   ,L72200CH1992PLC011996,04AABCC2466Q1ZG
340,HIND MOTORS LIMITED   ,U34102CH1990PLC010459,19AAACH7328B1ZT
341,HIRA AUTOMOBILES LIMITED - Hira Automobiles,L50101CH1989PLC009500,03AAACH4691M1ZF
342,RIA CONSTRUCTIONS LIMITED   ,U45200CH2005PLC027850,27AACCR8957J1ZQ
343,ESCORTS FINANCE LIMITED - Escorts Finance,L65910CH1987PLC033652,07AAACE0763B1Z8
344,JAMES HOTELS LIMITED   ,L55101CH1980PLC004249,04AAACJ3508M1ZP
345,NISHANT BIOENERGY PRIVATE LIMITED   ,U29300CH2005PTC029074,03AACCN2168H1ZQ
346,PARAS HYDROTECH PRIVATE LIMITED   ,U29298CH2008PTC031107,03AAECP7809D1ZO
347,INDO FARM EQUIPMENT LIMITED - Indo Farm,U29219CH1994PLC015132,02AAACW1982A2ZU
348,L COMPS AND IMPEX PRIVATE LIMITED - L-comps,U31200CH1979PTC004067,29AAACL9923A1ZL
349,EMPIRE PACKAGES PRIVATE LIMITED - EMPIRE PACKAGES,U28992CH1978PTC003888,04AAACE5023G2Z8
350,TORQUE PHARMACEUTICALS PRIVATE LIMITED   ,U24119CH1986PTC007151,08AABCT1244P1Z3
351,KARAM INDUSTRIES PRIVATE LIMITED   ,U00000CH1999PTC022692,24AAFCK3653H1ZM
352,DLF INFO CITY DEVELOPERS CHANDIGARH LIMITED - DLF INFO CITY,U00000CH2003PLC026562,04AABCD9114E1Z5
353,SPRAY ENGINEERING DEVICES LIMITED   ,U00000CH2004PLC027625,03AAICS5252M1Z5
354,SME BUSINESS SERVICES LIMITED   ,U00000CH2005PLC027946,04AAICS8678K1ZN
355,HEALTH BIOTECH LIMITED   ,U24233CH2001PLC024356,02AABCH1876K2ZM
356,MOHAN FIBRE PRODUCTS LTD - MOHAN FIBRE PRODUCTS,U25206CH1987PLC007744,03AACCM7732N1ZA
357,MARSH STEEL TRADING LIMITED   ,U27100CH2003PLC026593,04AADCM7569E1ZF
358,SAMRAT FORGINGS LIMITED   ,U28910CH1981PLC004522,03AACCS7510E1ZV
359,JOY HOTEL AND RESORTS PRIVATE LIMITED   ,U24121CH1972PTC003096,04AABCA2251P3ZR
360,BANSAL STRIPS PRIVATE LIMITED   ,U27106DL2005PTC134643,07AACCB6104D1ZA
361,RANA POLYCOT LIMITED   ,U17111CH1993PLC013489,03AAACR7623M1ZB
362,INDIAN CLOTHING LEAGUE PRIVATE LIMITED   ,U17290CH1987PTC026669,36AACCV3439R1ZO
363,UNIMARCK PHARMA (INDIA) LIMITED   ,U24232CH1984PLC005768,04AAACU2585M1Z3
364,THEON PHARMACEUTICALS LIMITED   ,U24231CH2005PLC028465,06AACCT2692J1Z4
365,MORPHEME REMEDIES PRIVATE LIMITED - MORPHEME REMEDIES,U24231CH2001PTC024736,06AACCM7521K1ZF
366,SAMRAT PLYWOOD LIMITED   ,U20211CH1987PLC007836,29AACCS0259E1ZH
367,LAB CORP INDIA PRIVATE LIMITED   ,U24232CH2012PTC033849,36AAFCC4206L1ZP
368,SUNEV PHARMA SOLUTIONS LIMITED   ,U24232CH2006PLC030653,06AAKCS5651E1ZB
369,CHEEMA SPINTEX LTD   ,U17115CH1994PLC015140,04AAACC6786C1ZV
370,A P ENTERPRISES PRIVATE LIMITED - AP Enterprises,U22012CH1993PTC012939,32AAKCA0053G1Z8
371,HEADMASTERS SALON PRIVATE LIMITED   ,U93020CH2002PTC025545,03AADCH3909F1Z0
372,PUNJAB GREENFIELD RESOURCES LIMITED - Punjab Greenfield Resources,U15141CH2007PLC030685,07AAECP4737A1ZP
373,ESSIX BIOSCIENCES LIMITED   ,U74999CH1993PLC033428,03AAACE0210F1ZQ
374,PAGRO FOODS PRIVATE LIMITED   ,U15205CH1999PTC022978,07AAFCP2906A1ZX
375,EXITO GOURMET PRIVATE LIMITED   ,U15200CH2008PTC031297,06AACCE0136E1ZB
376,ATULAYA HEALTHCARE PRIVATE LIMITED   ,U85195CH2008PTC031221,03AAHCA1551G1Z7
377,R G S HEALTHCARE PRIVATE LIMITED   ,U85110CH2004PTC027689,06AAICR9106P1ZT
378,ESCORTS HEART INSTITUTE AND RESEARCH CENTRE LIMITED - Escorts Heart Institute And Research,U85110CH2000PLC023744,22AAACE8731F1Z0
379,RETAIL QUOTIENT RESEARCH PRIVATE LIMITED   ,U74130CH2009PTC031911,04AAECR5524P1Z3
380,LALLY AUTOMOBILES (INDIA) PRIVATE LIMITED - COURTESY ESTATES,U70109CH2010PTC032537,02AAECC9998C1ZJ
381,OJAS CUSTOMER SERVICES PRIVATE LIMITED   ,U72900CH2005PTC027854,04AAACO7319M1ZB
382,UTRADE SOLUTIONS PRIVATE LIMITED - UTRADE,U72900CH2011PTC032916,04AABCU3075B1ZU
383,BERKELEY INSURANCE BROKERS LIMITED   ,U67200CH2003PLC025814,04AACCB1861D1ZA
384,JAYCON INFRASTRUCTURE LIMITED - JAYCON INFRASTRUCTURE,U70101CH2007PLC030694,06AABCJ7867L1Z0
385,CSJ INFRASTRUCTURE PRIVATE LIMITED. - CSJ Infrastructure,U70101CH2006PTC029576,04AACCC8021G1Z5
386,PAUL FINCAP PRIVATE LIMITED   ,U65921CH2010PTC032462,04AAFCP6607C1ZT
387,H S B LEASING LTD   ,U65921CH1992PLC012470,07AAACH0713N1ZQ
388,PUNJAB LOGISTICS INFRASTRUCTURE LIMITED   ,U63010CH2013GOI034873,04AAHCP5874F1ZA
389,SALASAR STEEL AND POWER LIMITED - Salasar Steel And Power,U17124CT1994PLC008350,22AAHCS2327N1ZA
390,SUMEET SYNFAB INDIA PRIVATE LIMITED   ,U17121CT2000PTC014282,22AAHCS7997Q1ZA
391,WELCOME DISTILLERIES PRIVATE LIMITED   ,U15520CT1986PTC003334,22AAACW3875A1ZP
392,GANGOTRI CEMENT LIMITED   ,L26942CT1991PLC006677,22AAACG8488P1ZZ
393,SHRI BAJRANG ALLOYS LIMITED   ,L27103CT1990PLC005964,22AAECS9218D1ZM
394,BWL LIMITED   ,L27105CT1971PLC001096,33AAECB4247P2ZF
395,MAHAMAYA STEEL INDUSTRIES LIMITED   ,L27107CT1988PLC004607,22AABCR0695Q1Z0
396,GODAWARI POWER AND ISPAT LIMITED   ,L27106CT1999PLC013756,22AAACI7189K1ZB
397,DURG SHIVNATH EXPRESSWAYS PRIVATE LIMITED - DURG SHIVNATH EXPRESSWAYS,U45203CT1997PTC012220,22AADCS2258Q2Z1
398,BHILAI ENGINEERING CORPORATION LIMITED   ,L29111CT1960PLC000913,22AAACB9272A8Z0
399,SHREE SITA REFINERS PRIVATE LIMITED   ,U15144CT2003PTC016079,22AAICS5176Q2ZP
400,ITARSI OILS & FLOURS PRIVATE LIMITED   ,U15141CT1987PTC003777,27AAACI8845G1ZD
401,VNR SEEDS PRIVATE LIMITED   ,U00512CT2004PTC017187,22AACCV0174D1ZW
402,MONNET INDUSTRIES LIMITED   ,L51103CT1982PLC009717,22AAACM0437E1Z7
403,SOUTH EASTERN COALFIELDS LIMITED   ,U10102CT1985GOI003161,22AADCS2066E1ZT
404,JINDAL POWER LIMITED   ,U04010CT1995PLC008985,22AABCJ4683J1ZI
405,GODAWARI ENERGY LIMITED   ,U40100CT2008PLC020552,08AADCG4982D1ZK
406,ACME AUTOMATION PRIVATE LIMITED - ACME AUTOMATION,U29196CT2005PTC017378,22AAFCA7939Q1Z4
407,SHRI SHYAM ISPAT(INDIA) PRIVATE LIMITED   ,U28931CT1991PTC006418,22AADCS5057R1ZX
408,SHIVALIK POWER AND STEEL PRIVATE LIMITED   ,U27109CT2004PTC016584,22AAICS7879Q1ZC
409,BHAGWATI POWER AND STEEL LIMITED - Bhagwati Power And Steel,U27109CT2004PLC016896,22AACCB4646A1ZD
410,MAA MAHAMAYA INDUSTRIES LIMITED - MAA MAHAMAYA INDUSTRIES,U27106CT2003PLC015889,36AADCM5858Q1ZN
411,BIW FABRICATORS PRIVATE LIMITED - BIW FABRICATORS,U27100CT2009PTC021208,22AADCB7658M1ZD
412,AGRASEN ISPAT PRIVATE LIMITED - Agrasen,U27100CT2007PTC020362,23AAGCA5187P1Z7
413,BHILAI JAYPEE CEMENT LIMITED - Bhilai Jaypee Cement,U26940CT2007PLC020250,22AADCB1675Q1ZG
414,PARAS PIPES PRIVATE LIMITED   ,U26914CT2006PTC020042,22AADCP9786A1ZF
415,ICON SOLAR-EN POWER TECHNOLOGIES PRIVATE LIMITED - EN-ICON,U29307CT2014PTC001359,20AADCI5761L1ZK
416,HEALTH-TECH CHHATTISGARH PRIVATE LIMITED   ,U85110CT2007PTC020436,22AABCH9378J1ZA
417,RAMKRISHNA CARE MEDICAL SCIENCES PRIVATE LIMITED  ,U85110CT1998PTC013035,22AACCR9276J1Z2
418,VINOD MEDICAL SYSTEMS PRIVATE LIMITED   ,U85110CT1994PTC008363,18AAACV8457B1Z9
419,SUNSHINE CATERERS PRIVATE LIMITED   ,U55101CT2009PTC021097,27AAECR2970D1ZG
420,GRAPP ENERGIES PRIVATE LIMITED   ,U74999CT2012PTC000267,22AAFCG0334D1ZE
421,GREEN RIPPLES PRIVATE LIMITED   ,U74900CT2011PTC022358,27AAECG3843L1ZC
422,NOVA IRON AND STEEL LIMITED   ,L02710CT1989PLC010052,22AAACN0407F1ZA
423,HIND UNITRADE PRIVATE LIMITED   ,U51109CT2010PTC021687,22AACCH3777L3ZC
424,VIMAL AGENCIES PVT LTD   ,U51109CT1988PTC004752,27AAACV1286E1ZF
425,MADHYA BHARAT PAPERS LIMITED   ,L21012CT1980PLC001682,22AADCM6254E1ZT
426,CHHATTISGARH INDUSTRIES LIMITED   ,L21015CT1984PLC002416,22AADCC4725E2Z6
427,ACTIF CORPORATION LIMITED   ,U45201DN2006PLC000197,27AACCD4014G1Z3
428,ALOK INDUSTRIES LIMITED   ,L17110DN1986PLC000334,27AAACA0201C1ZR
429,KG CORPORATION LIMITED   ,U40100DN2005PLC000185,03AACCT3462C1ZV
430,KSL AND INDUSTRIES LIMITED   ,L17119DN1983PLC000074,27AAACK4722E1ZV
431,SUNFLAG FILAMENTS LIMITED   ,L17119DN1988PLC000048,26AAACS0694K1Z5
432,FILATEX INDIA LIMITED - Filatex,L17119DN1990PLC000091,07AAACF0027B2ZH
433,GUJARAT COTEX LIMITED   ,L17119DN1996PLC000116,24AABCA9735G1ZR
434,EMMBI INDUSTRIES LIMITED   ,L17120DN1994PLC000387,26AAACE3423G1Z3
435,RAJ RAYON INDUSTRIES LIMITED   ,L17120DN1993PLC000368,26AAACR7820E1ZL
436,AUNDE INDIA LIMITED   ,L17120DN1997PLC000196,24AACCA4981F1ZU
437,ESKAY K 'N' IT (INDIA) LIMITED   ,L18109DN1987PLC000034,27AABCS1363G1ZJ
438,DEON TAPES INDUSTRIES PRIVATE LIMITED - DEON TAPES,U74900DN2016PTC000491,26AAFCD5993H2Z9
439,NILKAMAL LIMITED - Nilkamal,L25209DN1985PLC000162,24AAACN2329N1ZG
440,KRISHNA KNITWEAR TECHNOLOGY LIMITED - KRISHNA KNITWEAR TECHNOLOGY,U17119DN1982PLC000092,26AAACK4721H1ZS
441,VHCL INDUSTRIES LIMITED   ,L27200DN1991PLC000449,26AAACJ7125Q1Z6
442,VHCL INDUSTRIES LIMITED   ,L26954MH1978PLC194917,26AAACJ7125Q1Z6
443,VHCL INDUSTRIES LIMITED   ,L27200DN1991PLC000449,26AAACJ7125Q1Z6
444,VHCL INDUSTRIES LIMITED   ,L26954MH1978PLC194917,26AAACJ7125Q1Z6
445,IMP POWERS LIMITED - IMP Powers,L31300DN1961PLC000232,27AAACI0999M1Z1
446,JINDAL PHOTO LIMITED   ,L33209DN2004PLC000198,04AACCC3508Q1ZM
447,NISSAN COPPER LIMITED   ,L36939DN1989PLC000377,27AABCN0105B2ZB
448,ASCENT MEDITECH LIMITED - ASCENT,U33110DN2012PLC000404,24AAKCA6302L1ZQ
449,PATODIA FILAMENTS PRIVATE LIMITED - Patodia Filaments,U17110DN1995PTC000458,27AABCP8673J2ZV
450,BIOPAC INDIA CORPORATION LIMITED   ,L51900DN1987PLC000441,26AABCB1441Q1ZM
451,STERLITE TELESYSTEMS LIMITED   ,U64200DN2015PLC000481,27AAWCS2559R1Z3
452,TODAYS WRITING INSTRUMENTS LIMITED   ,L74999DN1992PLC000041,26AABCT1487E1ZF
453,K-LIFESTYLE & INDUSTRIES LIMITED   ,L74999DN1987PLC000035,26AABCS1364B1ZU
454,JBF INDUSTRIES LIMITED   ,L99999DN1982PLC000128,27AAACJ2575J1ZE
455,JBF INDUSTRIES LIMITED   ,L99999DN1982PLC000128,27AAACJ2575J1ZE
456,AYM SYNTEX LIMITED   ,L99999DN1983PLC000045,33AAACW0489L1Z3
457,SUPERTEX INDUSTRIES LIMITED   ,L99999DN1986PLC000046,26AAACS7274D3ZC
458,FAZE THREE LIMITED - Faze 3,L99999DN1985PLC000197,33AACCA4981F1ZV
459,WESTERN REFRIGERATION PRIVATE LIMITED   ,U29191DN1972PTC000456,24AAACW0012H1Z0
460,BHILOSA INDUSTRIES PRIVATE LIMITED - Bhilosa,U18101DN1988PTC000365,27AAACB1538K1ZR
461,DAMAN HOSPITALITY PRIVATE LIMITED   ,U55101DD2007PTC004658,25AACCD7948K1Z9
462,CELLO TIPS AND PENS PRIVATE LIMITED   ,U25209DD2008PTC004669,27AADCC3645F2ZT
463,CELLO INTERNATIONAL PRIVATE LIMITED   ,U25209DD1991PTC001277,25AAACC1746N1ZM
464,MULTIBASE INDIA LIMITED   ,L01122DD1991PLC002959,25AAECS4121K1ZH
465,ZOBELE INDIA PRIVATE LIMITED   ,U32109DD1997PTC004768,26AAACD9939Q1ZU
466,BLOSSOM INDUSTRIES LIMITED - BLOSSOM INDUSTRIES,U31200DD1989PLC003122,25AABCB5457E1ZX
467,CELLO PENS PRIVATE LIMITED   ,U36991DD1999PTC002772,25AABCC0716F1ZA
468,CELLO PENS AND STATIONERY PRIVATE LIMITED - Cello Pens & Stationery,U36991DD1998PTC002614,25AABCC1808J1ZY
469,RADHA MADHAV CORPORATION LIMITED   ,L74950DD2005PLC003775,02AACCR9357C1ZL
470,COMFORT INTECH LIMITED   ,L65921DD1994PLC001678,27AAACC5567H1ZK
471,TIME TECHNOPLAST LIMITED   ,L27203DD1989PLC003240,26AAACT2783J3Z2
472,PSL LIMITED - PSL Ltd,L67120DD1987PLC002395,24AAACP2734K1ZJ
473,WIM PLAST LIMITED   ,L25209DD1988PLC001544,09AAACW0420B1Z0
474,PRIMA PLASTICS LIMITED   ,L25206DD1993PLC001470,29AAACP6251B1ZO
475,XOTIK FRUJUS PRIVATE LIMITED   ,U15134DD2007PTC004764,36AAACX0520B1Z1
476,POWERBAND INDUSTRIES PRIVATE LIMITED - Powerband,U24110DD2011PTC004695,24AAFCP9903M1Z1
477,PARKSONS PACKAGING LIMITED - Parksons Packaging,U21029DD1996PLC003450,25AABCP6598E1Z7
478,AVI GLOBAL PLAST PRIVATE LIMITED - Avi,U18101DD2001PTC002958,25AABCC5843R1Z7
479,INDU PACKAGING (DAMAN) LIMITED   ,U74950DD1996PLC002159,25AAACI5028B1Z6
480,FIBERWEB (INDIA) LIMITED   ,L25209DD1985PLC004694,26AAACP8141L1Z8
481,SIRJON CONSTRUCTIONS PRIVATE LIMITED   ,U55100DL2009PTC227017,03AAOCS6493E1Z3
482,NEW SWAN AUTOCOMP PRIVATE LIMITED - NEW SWAN AUTOCOMP,U34300DL2002PTC209066,03AADCN7170L1ZC
483,AZURE POWER ( PUNJAB ) PRIVATE LIMITED   ,U40106DL2009PTC290476,07AAHCA6101A1ZF
484,ALCHEMIST LIMITED   ,L72200DL1988PLC192643,03AABCT1238R1Z7
485,RAIPUR POWER AND STEEL LIMITED   ,U27310DL2007PLC222971,22AADCR8623E1ZN
486,METRO TYRES LIMITED - Metro Tyres,U25112DL1974PLC246378,09AAACM3394A1ZP
487,VARDHMAN ADARSH ISPAT PRIVATE LIMITED   ,U27101DL2000PTC286050,03AABCV2853Q1Z0
488,STERLING PUBLISHERS PVT LTD   ,U22110DL1964PTC211907,07AAACS0306C2Z4
489,PREMIER ALCOBEV PRIVATE LIMITED - PREMIER ALCOBEV,U15530DL2007PTC281067,04AAECP8816E1ZJ
490,JINDAL OIL AND FATS LIMITED - Jindal Oil And Fats,U15142DL1994PLC281601,07AAACJ7145C1ZV
491,MONEYPLUS FINANCIAL SERVICES PRIVATE LIMITED - MONEY PLUS,U67100DL1993PTC192265,07AADCP2247G1ZL
492,PHONEPE PRIVATE LIMITED - Phonepe,U67190DL2012PTC303812,10AACCF1132H1ZH
493,HERO INVESTMENTS PRIVATE LIMITED   ,U67120DL1979PTC236936,03AAACP9824A1ZV
494,AYE FINANCE PRIVATE LIMITED - AYE FINANCE,U65921DL1993PTC283660,27AABCD8717B1ZW
495,JYOTIRGAMYA ENTERPRISES LIMITED   ,L52100DL1986PLC234423,07AAACG5240P1ZF
496,HONDA SIEL POWER PRODUCTS LIMITED   ,L40103DL2004PLC203950,03AAACH8464L1ZE
497,RAGHUVANSH AGROFARMS LIMITED   ,L40300DL1996PLC258176,09AABCR8407N1ZW
498,PNC INFRATECH LIMITED   ,L45201DL1999PLC195937,24AACCP0377Q1Z2
499,BHOLE BABA MILK FOOD INDUSTRIES (DHOLPUR) PRIVATE LIMITED. - Dholpur Fresh,U45201DL2004PTC229055,03AACCB7111J1Z4
500,SARGAM INDIA ELECTRONICS PRIVATE LIMITED - SARGAM,U32204DL2010PTC240169,09AAPCS5520H1Z2
501,L G ELECTRONICS INDIA PRIVATE LIMITED - L G,U32107DL1997PTC220109,24AAQCA4719D1ZS
502,ZUBERI FIBRES PRIVATE LIMITED   ,U21093DL2003PTC215938,07AAACZ2109A1ZX
503,ADOBE SYSTEMS INDIA PRIVATE LIMITED - ADOBE SYSTEMS INDIA,U72200DL1997PTC250622,29AACCA2982J1ZE
504,UTTAR URJA PROJECTS PRIVATE LIMITED   ,U40105DL2008PTC279869,23AABCU0227H1ZU
505,RANCHEM PRIVATE LIMITED   ,U51101DL1991PTC265838,07AAACR6365G1ZB
